Marka,Seri,Model,Yil,Yil,Vites_Tipi,Vites_Tipi,Yakit_Tipi,Yakit_Tipi,Kasa_Tipi,Kasa_Tipi,Renk,Kimden,Garanti_Durumu
Honda,Civic,1.5 i-VTEC Executive Plus,2022.0,2022.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Siyah,Galeriden,Garantisi Var
Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,2016.0,2016.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Kırmızı,Galeriden,Garantisi Yok
Renault,Symbol,1.0 SCe Joy,2017.0,2017.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,Garantisi Yok
Volkswagen,Polo,1.4 Trendline,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Gri (Gümüş),Sahibinden,Garantisi Yok
Toyota,Yaris,1.33 Style Red Skypack,2016.0,2016.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Toyota,Corolla,1.33 Life,2015.0,2015.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Mavi,Sahibinden,
Dacia,Logan,1.5 dCi MCV Laureate,2008.0,2008.0,Düz,Düz,Dizel,Dizel,"Station wagon, 7 Koltuk",Station wagon,Füme,Sahibinden,
Volkswagen,Passat,1.4 TSi BlueMotion Highline,2015.0,2015.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2016.0,2016.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri,Yetkili Bayiden,Garantisi Yok
Honda,Civic,1.6i VTEC Elegance,2018.0,2018.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Gri,Galeriden,Garantisi Yok
Citroen,C4,1.6 HDi SX,2007.0,2007.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,
Hyundai,Santa Fe,2.2 CRDi Active,2009.0,2009.0,Otomatik,Otomatik,Dizel,Dizel,SUV,SUV,Gri,Galeriden,Garantisi Yok
Opel,Corsa,1.4 Twinport Enjoy 111,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Toyota,Corolla,1.8 Hybrid Flame X-Pack,2022.0,2022.0,Otomatik,Otomatik,Hibrit,Hibrit,Hatchback/5,Hatchback/5,Füme,Sahibinden,
Peugeot,206,1.4 HDi X-Design,2006.0,2006.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,Garantisi Yok
Volkswagen,Passat,1.5 TSi Elegance,2021.0,2021.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Var
Renault,Fluence,1.5 dCi Icon,2015.0,2015.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Opel,Astra,1.4 T Enjoy,2015.0,2015.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Sahibinden,Garantisi Yok
Volkswagen,Jetta,1.4 TSi BlueMotion Highline,2016.0,2016.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Füme,Galeriden,Garantisi Yok
Ford,C-Max,1.6 TDCi Titanium Grand,2012.0,2012.0,Düz,Düz,Dizel,Dizel,MPV,MPV,Gri (titanyum),Sahibinden,Garantisi Yok
Ford,Mondeo,1.6 TDCi Style,2015.0,2015.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Siyah,Sahibinden,
Renault,Fluence,1.5 dCi Business,2012.0,2012.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Galeriden,Garantisi Var
Hyundai,Accent,1.3 LX,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri (Gümüş),Sahibinden,Garantisi Yok
Opel,Astra,1.6 Enjoy Plus,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Volkswagen,Jetta,1.4 TSi BlueMotion Highline,2015.0,2015.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri (Gümüş),Sahibinden,
Hyundai,Getz,1.5 VGT Start,2010.0,2010.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,Garantisi Yok
Opel,Astra,1.4 T Enjoy Plus,2012.0,2012.0,Düz,Düz,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,
Renault,R 12,Toros,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Hyundai,Elantra,1.6 D-CVVT Mode,2012.0,2012.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Fiat,Marea,1.6 Liberty,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi (metalik),Sahibinden,-
Honda,Jazz,1.4 Joy,2012.0,2012.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Peugeot,406,2.0 SV,2004.0,2004.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Hyundai,Getz,1.5 VGT Start,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Renault,Clio,1.0 TCe Joy,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Volkswagen,VW CC,1.4 TSi Sportline,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,"Coupe, 4 Koltuk",Coupe,Beyaz,Sahibinden,Garantisi Yok
Ford,Focus,1.6 TDCi Trend,2006.0,2006.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri (Gümüş),Sahibinden,Garantisi Yok
Toyota,Corolla,1.6 Terra,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Station wagon,Station wagon,Gri (Gümüş),Sahibinden,
Citroen,C-Elysée,1.6 BlueHDI Shine,2018.0,2018.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Galeriden,Garantisi Yok
Ford,C-Max,1.6 TDCi Titanium,2009.0,2009.0,Düz,Düz,Dizel,Dizel,MPV,MPV,Gri,Sahibinden,Garantisi Yok
Opel,Corsa,1.4 Twinport Enjoy,2011.0,2011.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Renault,Symbol,1.4 Expression Plus,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Sahibinden,
Renault,Laguna,1.6 Privilege,2007.0,2007.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,Garantisi Yok
Hyundai,Accent,1.3 Admire,2004.0,2004.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Sahibinden,Garantisi Yok
Opel,Astra,1.6 Comfort,2001.0,2001.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Sahibinden,
Renault,Megane,1.5 dCi Sport Tourer Privilege,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Station wagon,Station wagon,Kahverengi,Sahibinden,Garantisi Yok
Citroen,C3,1.2 PureTech Shine,2022.0,2022.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Var
Renault,Megane,1.6 RXi,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Coupe,Coupe,Gri,Galeriden,Garantisi Var
Ford,Fusion,1.6 TDCi Lux,2009.0,2009.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Mavi,Galeriden,Garantisi Yok
Renault,Clio,1.4 Authentique,2007.0,2007.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,
Hyundai,Elantra,1.6 CRDi Style,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Lacivert,Sahibinden,
Fiat,Punto,1.4 Easy S&S,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Opel,Corsa,1.2 Essentia,2009.0,2009.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri,Sahibinden,Garantisi Yok
Volkswagen,Passat,1.4 TSi Comfortline,2011.0,2011.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Sahibinden,
Fiat,Albea,1.2 EL,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Sahibinden,
Renault,Clio,1.4 RNA,2001.0,2001.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Bordo,Sahibinden,
Renault,Clio,1.5 dCi Authentique,2007.0,2007.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Mavi (metalik),Sahibinden,-
Volkswagen,Polo,1.4 Trendline,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Ford,Focus,1.6 Comfort,2011.0,2011.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Turkuaz,Galeriden,Garantisi Yok
Citroen,C-Elysée,1.6 HDi Exclusive,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Skoda,Octavia,1.0 e-Tec Elite,2024.0,2024.0,Otomatik,Otomatik,Hibrit,Hibrit,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Renault,Megane,1.6 Dynamique,2004.0,2004.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Bordo,Sahibinden,
Peugeot,508,1.6 e-HDi Active,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Ford,C-Max,1.6 TDCi Titanium,2010.0,2010.0,Düz,Düz,Dizel,Dizel,"MPV, 5 Koltuk",MPV,Gri,Sahibinden,
Honda,Civic,1.5 i-VTEC Eco Elegance,2024.0,2024.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Füme,Galeriden,Garantisi Var
Hyundai,i20,1.4 MPI Jump,2015.0,2015.0,Otomatik,Otomatik,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Sahibinden,
Opel,Astra,1.6,2000.0,2000.0,Düz,Düz,Benzin,Benzin,Hatchback/3,Hatchback/3,Gri (Gümüş),Sahibinden,Garantisi Yok
Renault,Clio,1.5 dCi Touch,2014.0,2014.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Fiat,Egea,1.4 Fire Urban,2024.0,2024.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Yetkili Bayiden,Garantisi Var
Opel,Astra,1.3 CDTI Cosmo,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Yeşil (metalik),Sahibinden,
Opel,Astra,1.4 Classic,2009.0,2009.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Galeriden,Garantisi Yok
Fiat,Brava,1.6 SX,2001.0,2001.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Fiat,Egea,1.6 E-Torq Lounge Plus,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Mavi (metalik),Galeriden,Garantisi Yok
Ford,Focus,1.6 Ti-VCT Trend X,2017.0,2017.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Var
Skoda,Fabia,1.4 TDI Ambiente,2006.0,2006.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Peugeot,308,1.6 HDi Access,2011.0,2011.0,Düz,Düz,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Galeriden,Garantisi Yok
Volkswagen,Polo,1.4 TSi GTi,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/3,Hatchback/3,Beyaz,Galeriden,Garantisi Yok
Ford,Fiesta,1.4 Titanium,2012.0,2012.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Ford,Fiesta,1.4 TDCi Titanium,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Turuncu,Galeriden,Garantisi Yok
Peugeot,207,1.4 HDi Comfort,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Füme,Galeriden,Garantisi Yok
Volkswagen,Golf,1.4 TSi Tour,2008.0,2008.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Renault,Clio,1.5 dCi SportTourer Icon,2015.0,2015.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"Station wagon, 5 Koltuk",Station wagon,Beyaz,Sahibinden,
Ford,Fiesta,1.6 Ti-VCT Trend X,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Fiat,Egea,1.6 Multijet Easy,2024.0,2024.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,
Volkswagen,Passat,1.9 TDi Comfortline,2000.0,2000.0,Otomatik,Otomatik,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Lacivert,Sahibinden,
Fiat,Egea,1.4 Fire Easy,2021.0,2021.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri (Gümüş),Sahibinden,
Ford,Focus,1.5 TDCi Style,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Hyundai,i20,1.4 MPI Elite Smart,2016.0,2016.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Volkswagen,Polo,1.0 TSi Life,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Galeriden,Garantisi Yok
Peugeot,308,1.6 BlueHdi Style,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Toyota,Yaris,1.4 D-4D Fun,2014.0,2014.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Opel,Astra,1.4 T Dynamic,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Station wagon,Station wagon,Füme,Galeriden,Garantisi Yok
Hyundai,i20,1.4 MPI Style,2017.0,2017.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Ford,Focus,1.6 TDCi Collection,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Station wagon,Station wagon,Beyaz,Sahibinden,Garantisi Yok
Peugeot,207,1.6 HDi Premium,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Renault,Megane,1.6 Dynamique,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Station wagon,Station wagon,Gri (Gümüş),Sahibinden,Garantisi Yok
Volkswagen,Bora,1.6 Primeline,2003.0,2003.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Hyundai,Accent,1.5 1.5i GL,2000.0,2000.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri,Sahibinden,
Ford,C-Max,1.6 TDCi Trend,2013.0,2013.0,Düz,Düz,Dizel,Dizel,MPV,MPV,Gri,Galeriden,Garantisi Yok
Renault,Latitude,2.0 dCi Executive,2011.0,2011.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Peugeot,RCZ,1.6 THP Yearling,2011.0,2011.0,Otomatik,Otomatik,Benzin,Benzin,Coupe,Coupe,Beyaz,Sahibinden,Garantisi Yok
Renault,Symbol,1.4 Authentique,2008.0,2008.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Füme,Sahibinden,
Renault,Scenic,1.6 Dynamique,2003.0,2003.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,MPV,MPV,Gri,Sahibinden,
Citroen,C4,1.6 HDi SX,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Lacivert,Sahibinden,
Opel,Corsa,1.2 Twinport Essentia,2005.0,2005.0,Düz,Düz,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Lacivert,Sahibinden,
Skoda,Fabia,1.4 Comfort,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,Garantisi Yok
Renault,Megane,1.6 Dynamique,2004.0,2004.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/3,Hatchback/3,Siyah,Galeriden,Garantisi Yok
Toyota,Corolla,1.4 D-4D Active,2014.0,2014.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Galeriden,Garantisi Yok
Peugeot,206,1.4 Desire,2004.0,2004.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Citroen,C3,1.4 VTi Confort,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Volkswagen,Polo,1.6 TDi Highline,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Volkswagen,Passat,1.5 TSi Impression,2022.0,2022.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Füme,Yetkili Bayiden,Garantisi Yok
Opel,Corsa,1.2 Twinport Essentia,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Fiat,Panda,0.9 TwinAir Pop,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Honda,Jazz,1.3 Elegance,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Skoda,SuperB,1.6 TDI Elite,2019.0,2019.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Galeriden,Garantisi Var
Opel,Insignia,1.6 T Edition Elegance,2009.0,2009.0,Düz,Düz,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,
Hyundai,Elantra,1.6 CRDi Elite Plus,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Ford,Focus,1.5 TDCi Titanium,2019.0,2019.0,Otomatik,Otomatik,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Şampanya,Sahibinden,
Fiat,Egea,1.6 Multijet Lounge,2016.0,2016.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Kahverengi,Sahibinden,Garantisi Yok
Peugeot,206,1.4 Comfort,2008.0,2008.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Fiat,500 Ailesi,500L 1.3 Mjet Panoramic Edition,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,MPV,MPV,Beyaz,Sahibinden,
Opel,Zafira,1.6 Enjoy,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"MPV, 7 Koltuk",MPV,Mavi,Sahibinden,
Renault,Fluence,1.5 dCi Privilege,2011.0,2011.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,
Volkswagen,Polo,1.4 Goal,2006.0,2006.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Peugeot,508,1.6 e-HDi Active,2015.0,2015.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Siyah,Sahibinden,
Opel,Astra,1.6 Elegance,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,Garantisi Yok
Volkswagen,Bora,1.6 Pacific,2005.0,2005.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Siyah,Galeriden,Garantisi Yok
Fiat,Punto,EVO 1.3 Multijet Dynamic,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,Garantisi Yok
Volkswagen,Golf,1.5 eTSI Life,2024.0,2024.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Galeriden,Garantisi Var
Renault,Megane,1.6 Dynamique,2003.0,2003.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri (Gümüş),Sahibinden,Garantisi Yok
Volkswagen,Passat,1.9 TDi Exclusive,2004.0,2004.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri,Sahibinden,Garantisi Yok
Fiat,Palio,1.3 Multijet SL,2004.0,2004.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Bej,Sahibinden,
Skoda,Octavia,1.0 TSI Style,2022.0,2022.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Füme,Galeriden,Garantisi Yok
Volkswagen,Jetta,1.6 TDi Exclusive,2010.0,2010.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Füme,Sahibinden,Garantisi Yok
Ford,Mondeo,2.0 Trend,2003.0,2003.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Füme,Sahibinden,Garantisi Yok
Renault,Megane,1.5 dCi Extreme,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Bej,Sahibinden,
Renault,Clio,1.5 dCi Executive,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Dacia,Sandero,0.9 TCe Stepway Easy-R,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Lacivert,Galeriden,Garantisi Yok
Skoda,Octavia,1.6 TDI Optimal,2017.0,2017.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Toyota,Yaris,1.33 Terra Sporty,2010.0,2010.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Toyota,Auris,1.4 D-4D Active,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Renault,Megane,1.5 dCi Touch,2016.0,2016.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Sahibinden,
Volkswagen,Polo,1.6 TDi Comfortline,2011.0,2011.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Ford,Mondeo,1.5 Ecoboost Titanium,2015.0,2015.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Galeriden,Garantisi Yok
Opel,Corsa,1.2 T Edition,2022.0,2022.0,Otomatik,Otomatik,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Mavi,Sahibinden,-
Renault,Megane,1.5 dCi Joy,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Siyah,Sahibinden,
Renault,Symbol,1.5 dCi Authentique,2010.0,2010.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Ford,Focus,1.5 Ti-VCT Trend X,2020.0,2020.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Lacivert,Sahibinden,Garantisi Yok
Ford,Focus,1.8 TDCi Comfort,2003.0,2003.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Var
Ford,Focus,1.6 Ti-VCT Trend X,2015.0,2015.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi,Sahibinden,
Skoda,Octavia,1.5 e-Tec Elite,2024.0,2024.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Peugeot,508,1.6 e-HDi Access,2011.0,2011.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Peugeot,207,1.6 VTi Dynamic,2009.0,2009.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Fiat,Egea,1.4 Fire Easy Stil,2020.0,2020.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Fiat,Palio,1.2 EL Speedgear,2005.0,2005.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Mavi,Sahibinden,
Opel,Astra,1.4 GL,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Beyaz,Sahibinden,
Volkswagen,Bora,1.6 Comfortline,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Füme,Sahibinden,
