Marka,Seri,Model,Yil,Yil,Vites_Tipi,Vites_Tipi,Yakit_Tipi,Yakit_Tipi,Kasa_Tipi,Kasa_Tipi,Renk,Kimden,Garanti_Durumu
Renault,Megane,1.5 Blue DCI Touch,2021.0,2021.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Skoda,Octavia,1.0 e-Tec Elite,2022.0,2022.0,Otomatik,Otomatik,Hibrit,Hibrit,Sedan,Sedan,Gri,Galeriden,Garantisi Var
Opel,Astra,1.3 CDTI Enjoy Plus,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Opel,Astra,1.4 T Dynamic,2015.0,2015.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,
Volkswagen,Passat,1.6 FSi Comfortline,2005.0,2005.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri (metalik),Sahibinden,
Honda,Jazz,1.4 LS Sport,2005.0,2005.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Galeriden,Garantisi Yok
Peugeot,508,1.5 BlueHDI Allure,2023.0,2023.0,Otomatik,Otomatik,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Füme,Sahibinden,
Opel,Astra,1.6 Elegance,2005.0,2005.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Hyundai,i20,1.2 MPI Elite Smart,2015.0,2015.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Renault,Megane,1.5 dCi GT-Line,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Mavi (metalik),Sahibinden,
Fiat,500 Ailesi,500L 1.3 Mjet RockStar,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"MPV, 5 Koltuk",MPV,Beyaz,Galeriden,Garantisi Var
Ford,Focus,1.6 TDCi Ghia,2006.0,2006.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri (titanyum),Sahibinden,Garantisi Yok
Renault,Fluence,1.5 dCi Touch,2016.0,2016.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Kahverengi,Sahibinden,
Hyundai,i20,1.4 CRDi Style,2009.0,2009.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Var
Hyundai,Elantra,1.6 D-CVVT Style,2016.0,2016.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Sarı,Sahibinden,-
Fiat,Egea,1.4 Fire Easy Plus,2017.0,2017.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Fiat,Brava,1.6 SX,2001.0,2001.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Altın,Sahibinden,
Volkswagen,Bora,1.6 Comfortline,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Kırmızı,Galeriden,Garantisi Var
Volkswagen,Golf,1.6 Midline Plus,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Opel,Corsa,1.3 CDTI Essentia,2009.0,2009.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,-
Volkswagen,Golf,1.6 Trendline,2009.0,2009.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Fiat,Palio,1.4 Fire Active Sole,2009.0,2009.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Renault,Fluence,1.5 dCi Privilege,2011.0,2011.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Sahibinden,
Toyota,Corolla,1.33 Life,2016.0,2016.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Kahverengi,Galeriden,Garantisi Yok
Fiat,Albea,Sole 1.3 Multijet Dynamic Plus,2012.0,2012.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Citroen,C3,1.4 HDi SX,2005.0,2005.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Hyundai,Accent,1.6 Admire,2006.0,2006.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Sahibinden,
Citroen,C3,1.4 HDi Confort,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Galeriden,Garantisi Yok
Dacia,Jogger,1.0 Eco-G Extreme,2024.0,2024.0,Düz,Düz,Benzin,Benzin,"MPV, 7 Koltuk",MPV,Gri,Galeriden,Garantisi Var
Peugeot,207,1.6 HDi Outdoor,2008.0,2008.0,Düz,Düz,Dizel,Dizel,Station wagon,Station wagon,Siyah,Sahibinden,
Volkswagen,Polo,1.4 Highline,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,-
Volkswagen,Golf,1.6 TDi Highline,2010.0,2010.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,
Renault,Megane,1.4 Authentique,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Toyota,Yaris,1.5 Dream,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Var
Renault,Fluence,1.6 Expression,2010.0,2010.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Siyah,Sahibinden,
Fiat,Albea,Sole 1.4 Fire Active,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri,Sahibinden,
Fiat,Bravo,1.6 Mjet Dynamic,2008.0,2008.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Turkuaz,Sahibinden,
Toyota,Corolla,1.6 Comfort,2008.0,2008.0,Yarı Otomatik,Yarı Otomatik,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Gri,Sahibinden,Garantisi Yok
Renault,Clio,1.4 RTA,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Sarı,Sahibinden,
Hyundai,i30,1.6 CRDi Team,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Toyota,Yaris,1.5 Style X-Trend,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,
Honda,Civic,1.6i VTEC Eco Elegance,2012.0,2012.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Siyah,Galeriden,Garantisi Var
Renault,Fluence,1.5 dCi Joy,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Siyah,Galeriden,Garantisi Yok
Honda,City,1.4 ES,2009.0,2009.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Füme,Sahibinden,
Renault,Megane,1.6 RNA,2000.0,2000.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Yeşil,Galeriden,Garantisi Yok
Skoda,SuperB,1.6 TDI Prestige,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri,Sahibinden,Garantisi Yok
Renault,Clio,1.5 dCi Grandtour Extreme,2011.0,2011.0,Düz,Düz,Benzin,Benzin,Station wagon,Station wagon,Gri,Galeriden,Garantisi Yok
Volkswagen,Polo,1.4 Comfortline,2003.0,2003.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Renault,Laguna,1.6 Privilege,2005.0,2005.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Sahibinden,
Renault,Megane,1.5 dCi Privilege,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Skoda,Fabia,1.2 Classic,2006.0,2006.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Ford,Focus,1.5 TDCi Trend X,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Siyah,Galeriden,Garantisi Yok
Opel,Astra,1.6 CDTI OPC Line Sport,2017.0,2017.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Honda,Accord,2.4 Executive,2004.0,2004.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Gri,Galeriden,Garantisi Yok
Hyundai,i30,1.6 CRDi CW Team,2011.0,2011.0,Otomatik,Otomatik,Dizel,Dizel,Station wagon,Station wagon,Beyaz,Sahibinden,
Volkswagen,Jetta,1.4 TSi Highline,2014.0,2014.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Gri,Galeriden,Garantisi Var
Toyota,Corolla,1.5 Vision Plus,2024.0,2024.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Beyaz,Yetkili Bayiden,Garantisi Var
Opel,Insignia,2.0 CDTI Edition,2012.0,2012.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Renault,Clio,1.5 dCi Touch,2017.0,2017.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Bordo,Sahibinden,Garantisi Yok
Hyundai,i30,1.6 CRDi Style,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Opel,Insignia,1.6 CDTI Design,2016.0,2016.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,
Dacia,Sandero,0.9 TCe Stepway Style,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi (metalik),Sahibinden,
Dacia,Logan,1.5 dCi Ambiance,2009.0,2009.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,Garantisi Yok
Volkswagen,Polo,1.4 Basicline,2004.0,2004.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Renault,Megane,1.6,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Kırmızı,Sahibinden,
Ford,Mondeo,1.6 TDCi Titanium,2011.0,2011.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Gri,Sahibinden,Garantisi Yok
Ford,Focus,1.5 TDCi Titanium,2019.0,2019.0,Otomatik,Otomatik,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Renault,Megane,1.6 Privilege,2004.0,2004.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,-,-,Gri (metalik),Sahibinden,
Ford,Focus,1.6 TDCi Trend,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Station wagon,Station wagon,Gri,Sahibinden,
Opel,Insignia,2.0 CDTI Cosmo,2015.0,2015.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Gri (metalik),Galeriden,Garantisi Yok
Renault,Latitude,1.5 dCi Executive,2013.0,2013.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Siyah,Sahibinden,
Opel,Astra,1.6 Essentia,2013.0,2013.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (metalik),Galeriden,Garantisi Yok
Volkswagen,Passat,1.8 Comfortline,2000.0,2000.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi,Sahibinden,
Hyundai,Getz,1.4 DOHC AB AC,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2012.0,2012.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,Garantisi Yok
Dacia,Logan,1.5 dCi MCV Ambiance,2017.0,2017.0,Düz,Düz,Dizel,Dizel,Station wagon,Station wagon,Sarı,Galeriden,Garantisi Var
Honda,Jazz,1.4 Elite,2005.0,2005.0,Otomatik,Otomatik,Benzin,Benzin,MPV,MPV,Siyah,Sahibinden,
Opel,Astra,1.6 Edition,2013.0,2013.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,
Hyundai,Accent,1.5 GLS,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Yeşil (metalik),Sahibinden,Garantisi Yok
Opel,Astra,1.6 GL,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Kırmızı,Sahibinden,
Hyundai,Getz,1.3 GLS,2004.0,2004.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Sahibinden,Garantisi Yok
Honda,Civic,1.6i VTEC Eco Premium,2013.0,2013.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Siyah,Sahibinden,
Fiat,Punto,1.4 Dynamic,2004.0,2004.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Toyota,Yaris,1.3 Terra,2007.0,2007.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Toyota,Auris,1.6 Advance Skypack,2015.0,2015.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Mavi,Galeriden,Garantisi Yok
Ford,Fiesta,1.5 TDCi Trend X,2014.0,2014.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,
Toyota,Corolla,1.5 Dream,2023.0,2023.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Füme,Sahibinden,Garantisi Var
Ford,Focus,1.5 TDCi Active X,2024.0,2024.0,Otomatik,Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Mavi,Sahibinden,
Honda,Jazz,1.4 LS,2008.0,2008.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Sahibinden,-
Hyundai,i20,1.4 CRDi Elite Smart,2017.0,2017.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,
Ford,Focus,1.6 TDCi Trend,2010.0,2010.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,Garantisi Yok
Ford,Fiesta,1.4 TDCi Trend,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri,Sahibinden,-
Volkswagen,MultiVan,1.9 TDI,2004.0,2004.0,Düz,Düz,Dizel,Dizel,Yarım Camlı Van,Yarım Camlı Van,Beyaz,Sahibinden,
Opel,Astra,1.3 CDTI Enjoy,2010.0,2010.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Sahibinden,Garantisi Yok
Volkswagen,Passat,1.8 Basic,2000.0,2000.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Opel,Astra,1.3 CDTI Enjoy,2009.0,2009.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Citroen,C5,1.6 HDi SX PK,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Fiat,Punto,EVO 1.4 Dynamic,2011.0,2011.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Diğer,Sahibinden,Garantisi Yok
Volkswagen,Polo,1.2 TSi Lounge,2016.0,2016.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Opel,Astra,1.3 CDTI Cosmo,2010.0,2010.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Füme,Sahibinden,
Toyota,Corolla,1.6 Advance,2016.0,2016.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Kahverengi,Sahibinden,Garantisi Yok
Renault,Megane,1.5 dCi Icon,2019.0,2019.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Lacivert,Sahibinden,
Renault,Clio,1.2 Extreme,2008.0,2008.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,Garantisi Yok
Volkswagen,Polo,1.6 TDi Comfortline,2018.0,2018.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Galeriden,Garantisi Yok
Opel,Corsa,1.3 CDTI Essentia,2005.0,2005.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Mor,Galeriden,Garantisi Var
Volkswagen,Golf,1.4 TSi Comfortline,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (titanyum),Sahibinden,
Toyota,Corolla,1.6 Vision,2019.0,2019.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Renault,Clio,1.2 SportTourer Joy,2017.0,2017.0,Düz,Düz,Benzin,Benzin,Station wagon,Station wagon,Beyaz,Galeriden,Garantisi Yok
Honda,City,1.4 LS,2010.0,2010.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Siyah,Sahibinden,
Opel,Astra,1.3 CDTI Essentia,2006.0,2006.0,Düz,Düz,Dizel,Dizel,"Hatchback/5, 5 Koltuk",Hatchback/5,Beyaz,Galeriden,Garantisi Var
Renault,Clio,1.0 TCe Techno Esprit Alpine,2024.0,2024.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Honda,Civic,1.6i VTEC ES,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Mavi,Sahibinden,
Citroen,C4,1.4 SX,2008.0,2008.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,
Ford,Mondeo,2.0 Ghia,2002.0,2002.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Sahibinden,
DS Automobiles,DS4,1.6 THP D-Sport,2012.0,2012.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Füme,Galeriden,Garantisi Yok
Ford,Focus,1.6 Trend X,2015.0,2015.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Skoda,SuperB,1.6 TDI Elegance,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Renault,Fluence,1.5 dCi Business,2012.0,2012.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Gri,Galeriden,Garantisi Yok
Fiat,Punto,1.2 Popstar,2018.0,2018.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Galeriden,Garantisi Yok
Ford,Fiesta,1.25 Trend,2013.0,2013.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Gri,Sahibinden,Garantisi Yok
Skoda,Octavia,1.0 TSI Ambition,2017.0,2017.0,Düz,Düz,Benzin,Benzin,Hatchback/5,Hatchback/5,Beyaz,Yetkili Bayiden,Garantisi Yok
Honda,Civic,1.6i VTEC Eco Elegance,2021.0,2021.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Sedan,Sedan,Füme,Galeriden,Garantisi Var
Fiat,Egea,1.6 Multijet Urban Plus,2019.0,2019.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Var
Renault,Fluence,1.5 dCi Privilege,2011.0,2011.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Galeriden,Garantisi Yok
Toyota,Avensis,1.6 Elegant Extra,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Gri (titanyum),Sahibinden,
Ford,Puma,1.0 EcoBoost Style,2022.0,2022.0,Otomatik,Otomatik,Benzin,Benzin,SUV,SUV,Beyaz,Galeriden,Garantisi Var
Volkswagen,Golf,1.6 Trendline,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/3,Hatchback/3,Gri (Gümüş),Sahibinden,
Volkswagen,Golf,1.4 TSi Highline,2013.0,2013.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Gri (Gümüş),Sahibinden,
Fiat,Palio,1.2 EL,2002.0,2002.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Yeşil,Sahibinden,
Citroen,C1,1.0 SX Sensodrive,2007.0,2007.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,
Opel,Corsa,1.3 CDTI Cosmo,2011.0,2011.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Füme,Sahibinden,
Fiat,Egea,1.4 Fire Urban,2015.0,2015.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Kahverengi,Sahibinden,Garantisi Yok
Opel,Astra,1.4 T Enjoy Plus,2011.0,2011.0,Düz,Düz,Benzin,Benzin,"Hatchback/5, 5 Koltuk",Hatchback/5,Siyah,Sahibinden,
Ford,Focus,1.6 Ti-VCT Style,2011.0,2011.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,
Hyundai,Ioniq 6,Advance,2024.0,2024.0,Otomatik,Otomatik,Elektrik,Elektrik,Sedan,Sedan,Siyah,Sahibinden,
Opel,Astra,1.6 Business,2013.0,2013.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Volkswagen,Polo,1.4 TDi Comfortline,2014.0,2014.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Gri (metalik),Sahibinden,Garantisi Yok
Renault,Megane,1.3 TCe Joy,2021.0,2021.0,Otomatik,Otomatik,Benzin,Benzin,Sedan,Sedan,Beyaz,Sahibinden,Garantisi Yok
Dacia,Sandero,1.5 dCi Ambiance,2014.0,2014.0,Düz,Düz,Dizel,Dizel,Hatchback/5,Hatchback/5,Beyaz,Sahibinden,Garantisi Yok
Opel,Insignia,2.0 CDTI Cosmo Sports Tourer,2012.0,2012.0,Otomatik,Otomatik,Dizel,Dizel,Station wagon,Station wagon,Beyaz,Sahibinden,Garantisi Yok
Ford,Fiesta,1.6 Ti-VCT Titanium,2017.0,2017.0,Yarı Otomatik,Yarı Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Gri (Gümüş),Sahibinden,
Fiat,Egea,1.3 Multijet Easy Plus,2020.0,2020.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Beyaz,Galeriden,Garantisi Var
Opel,Corsa,1.2 Twinport Essentia,2012.0,2012.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,Garantisi Yok
Renault,Megane,1.5 dCi Expression Plus,2009.0,2009.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri,Sahibinden,
Ford,Fusion,1.4 TDCi Comfort ASM,2006.0,2006.0,Yarı Otomatik,Yarı Otomatik,Dizel,Dizel,Hatchback/5,Hatchback/5,Kırmızı,Sahibinden,Garantisi Yok
Renault,Modus,1.4 Dynamique,2006.0,2006.0,Düz,Düz,Benzin,Benzin,MPV,MPV,Mor,Sahibinden,
Renault,Megane,1.5 dCi Dynamique,2004.0,2004.0,Düz,Düz,Dizel,Dizel,"Sedan, 5 Koltuk",Sedan,Füme,Sahibinden,
Peugeot,407,2.0 Executive,2005.0,2005.0,Düz,Düz,LPG & Benzin,LPG & Benzin,"Sedan, 5 Koltuk",Sedan,Gri (Gümüş),Sahibinden,
Fiat,Linea,1.3 Multijet Lounge,2014.0,2014.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Mavi,Galeriden,Garantisi Yok
Fiat,Linea,1.4 Fire Active Plus,2011.0,2011.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri,Sahibinden,Garantisi Yok
Toyota,Corolla,1.6 Vision,2020.0,2020.0,Düz,Düz,Benzin,Benzin,Sedan,Sedan,Gri (Gümüş),Sahibinden,
Ford,Fiesta,1.4 TDCi Comfort,2005.0,2005.0,Düz,Düz,Dizel,Dizel,Hatchback/3,Hatchback/3,Gri,Sahibinden,
Ford,C-Max,1.6 TDCi Titanium X,2012.0,2012.0,Düz,Düz,Dizel,Dizel,MPV,MPV,Beyaz,Sahibinden,Garantisi Yok
Volkswagen,Golf,1.4 TSi Highline,2017.0,2017.0,Otomatik,Otomatik,Benzin,Benzin,Hatchback/5,Hatchback/5,Lacivert,Galeriden,Garantisi Yok
Ford,Focus,1.6 Comfort,2004.0,2004.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Gri (Gümüş),Galeriden,Garantisi Yok
Honda,Civic,1.6i VTEC ES,2003.0,2003.0,Düz,Düz,LPG & Benzin,LPG & Benzin,Sedan,Sedan,Beyaz,Sahibinden,
Ford,Focus,1.6 Ghia,2004.0,2004.0,Otomatik,Otomatik,LPG & Benzin,LPG & Benzin,Hatchback/5,Hatchback/5,Siyah,Galeriden,Garantisi Yok
Renault,Fluence,1.5 dCi Extreme Edition,2012.0,2012.0,Düz,Düz,Dizel,Dizel,Sedan,Sedan,Gri (Gümüş),Galeriden,Garantisi Yok
Ford,Mondeo,2.0 TDCi Titanium,2012.0,2012.0,Otomatik,Otomatik,Dizel,Dizel,Sedan,Sedan,Beyaz,Sahibinden,
Honda,Civic,1.5 i-VTEC Eco Executive Plus,2023.0,2023.0,Otomatik,Otomatik,Benzin,Benzin,"Sedan, 5 Koltuk",Sedan,Beyaz,Sahibinden,
